Contact Report
Created On:,"Nov 01, 2022"
Message type:,All
Schools:,SPL9 School District 99-3 R 10/39
Date range:,"Oct 23, 2022 - Oct 29, 2022"
Status:,All
Recipient type:,All
""
Recipient Name,Regarding,Grd,School,Status,Date/Time,Destination,Sender
"parent, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/23/2022  7:14AM EDT,,Parlant Technology Support
"parent, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/23/2022  7:23AM EDT,,Parlant Technology Support
"parent, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/23/2022  7:33AM EDT,,Parlant Technology Support
"parent, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/23/2022  7:37AM EDT,,Parlant Technology Support
"parent, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/23/2022  7:40AM EDT,,Parlant Technology Support
"parent, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/23/2022  7:46AM EDT,,Parlant Technology Support
"parent, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/23/2022  7:48AM EDT,,Parlant Technology Support
"parent, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/23/2022  7:50AM EDT,,Parlant Technology Support
"parent, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/23/2022  7:52AM EDT,,Parlant Technology Support
"parent, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/23/2022  8:00AM EDT,,Parlant Technology Support
"parent, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/23/2022  8:02AM EDT,,Parlant Technology Support
"parent, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/23/2022  8:04AM EDT,,Parlant Technology Support
"parent, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/23/2022  8:04AM EDT,,Parlant Technology Support
"parent, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/23/2022  8:06AM EDT,,Parlant Technology Support
"parent, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/23/2022  8:17AM EDT,,Parlant Technology Support
"parent, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/23/2022  8:18AM EDT,,Parlant Technology Support
"parent, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/23/2022  8:19AM EDT,,Parlant Technology Support
"parent, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/23/2022  8:50AM EDT,,Parlant Technology Support
"parent, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/23/2022  8:52AM EDT,,Parlant Technology Support
"parent, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/23/2022  8:54AM EDT,,Parlant Technology Support
"parent, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/23/2022  8:54AM EDT,,Parlant Technology Support
"parent, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/23/2022  8:58AM EDT,,Parlant Technology Support
"parent, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/23/2022  8:59AM EDT,,Parlant Technology Support
"parent, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/23/2022  9:00AM EDT,,Parlant Technology Support
"parent, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/24/2022  3:47AM EDT,,Parlant Technology Support
"parent, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/24/2022  3:49AM EDT,,Parlant Technology Support
"parent, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/24/2022  3:58AM EDT,,Parlant Technology Support
"parent, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/24/2022  3:59AM EDT,,Parlant Technology Support
"parent, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/24/2022  4:09AM EDT,,V Test
"parent, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/24/2022 11:36AM EDT,,V Test
"parent, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/25/2022  8:00AM EDT,,V Test
"parent, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/25/2022  8:14AM EDT,,V Test
"parent, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/25/2022  8:23AM EDT,,Parlant Technology Support
"parent, r",Reach Notification,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/25/2022  8:24AM EDT,,V Test
"parent, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/27/2022  4:53AM EDT,,Parlant Technology Support
"parent, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/27/2022 10:16AM EDT,,Parlant Technology Support
"Potter, Harry",Miscellaneous,,Aachi Global School,The recipient has no SMS number,10/28/2022  4:15AM EDT,,Parlant Technology Support
"Potter, Harry",Miscellaneous,,Aachi Global School,Answering machine,10/28/2022  4:15AM EDT,+12029813253,"Support, Parlant Technology"
"priya, priya",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no SMS number,10/28/2022  5:46AM EDT,,Parlant Technology Support
"priya, priya",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no email address,10/28/2022  7:52AM EDT,,Parlant Technology Support
"priya, priya",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no phone number,10/28/2022  7:52AM EDT,,Parlant Technology Support
"priya, priya",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no SMS number,10/28/2022  7:52AM EDT,,Parlant Technology Support
"priya, priya",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no email address,10/28/2022  5:46AM EDT,,Parlant Technology Support
"priya, priya",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no phone number,10/28/2022  5:46AM EDT,,Parlant Technology Support
"Review, Student",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no email address,10/28/2022  7:50AM EDT,,Parlant Technology Support
"Review, Student",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no phone number,10/28/2022  7:50AM EDT,,Parlant Technology Support
"Review, Student",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no SMS number,10/28/2022  7:50AM EDT,,Parlant Technology Support
"Review, Student",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no email address,10/28/2022  7:52AM EDT,,Parlant Technology Support
"Review, Student",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no phone number,10/28/2022  7:52AM EDT,,Parlant Technology Support
"Review, Student",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no SMS number,10/28/2022  7:52AM EDT,,Parlant Technology Support
"Review, Student",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no phone number,10/28/2022 12:13AM EDT,,Parlant Technology Support
"Review, Student",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no email address,10/28/2022 12:13AM EDT,,Parlant Technology Support
"Review, Student",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no SMS number,10/28/2022 12:13AM EDT,,Parlant Technology Support
"sdfhfdsih, sfgewui",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no phone number,10/28/2022  5:46AM EDT,,Parlant Technology Support
"sdfhfdsih, sfgewui",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no SMS number,10/28/2022  5:46AM EDT,,Parlant Technology Support
"sdfhfdsih, sfgewui",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no email address,10/28/2022  7:50AM EDT,,Parlant Technology Support
"sdfhfdsih, sfgewui",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no phone number,10/28/2022  7:50AM EDT,,Parlant Technology Support
"sdfhfdsih, sfgewui",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no SMS number,10/28/2022  7:50AM EDT,,Parlant Technology Support
"sdfhfdsih, sfgewui",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no email address,10/28/2022  7:52AM EDT,,Parlant Technology Support
"sdfhfdsih, sfgewui",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no phone number,10/28/2022  7:52AM EDT,,Parlant Technology Support
"sdfhfdsih, sfgewui",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no SMS number,10/28/2022  7:52AM EDT,,Parlant Technology Support
"sdfhfdsih, sfgewui",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no phone number,10/28/2022 12:13AM EDT,,Parlant Technology Support
"sdfhfdsih, sfgewui",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no email address,10/28/2022 12:13AM EDT,,Parlant Technology Support
"sdfhfdsih, sfgewui",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no SMS number,10/28/2022 12:13AM EDT,,Parlant Technology Support
"sdfhfdsih, sfgewui",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no email address,10/28/2022  5:46AM EDT,,Parlant Technology Support
"ST, DS",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no SMS number,10/28/2022  5:46AM EDT,,Parlant Technology Support
"ST, DS",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no email address,10/28/2022  7:52AM EDT,,Parlant Technology Support
"ST, DS",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no phone number,10/28/2022  7:52AM EDT,,Parlant Technology Support
"ST, DS",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no SMS number,10/28/2022  7:52AM EDT,,Parlant Technology Support
"ST, DS",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no phone number,10/28/2022 12:13AM EDT,,Parlant Technology Support
"ST, DS",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no email address,10/28/2022 12:13AM EDT,,Parlant Technology Support
"ST, DS",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no SMS number,10/28/2022 12:13AM EDT,,Parlant Technology Support
"ST, DS",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no email address,10/28/2022  5:46AM EDT,,Parlant Technology Support
"ST, DS",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no phone number,10/28/2022  5:46AM EDT,,Parlant Technology Support
"Stud, D",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no email address,10/28/2022  7:52AM EDT,,Parlant Technology Support
"Stud, D",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no phone number,10/28/2022  7:52AM EDT,,Parlant Technology Support
"Stud, D",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no SMS number,10/28/2022  7:52AM EDT,,Parlant Technology Support
"Stud, D",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no phone number,10/28/2022 12:13AM EDT,,Parlant Technology Support
"Stud, D",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no email address,10/28/2022 12:13AM EDT,,Parlant Technology Support
"Stud, D",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no SMS number,10/28/2022 12:13AM EDT,,Parlant Technology Support
"stud, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no SMS number,10/28/2022  5:46AM EDT,,Parlant Technology Support
"stud, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Delivered,10/28/2022  5:46AM EDT,+16546764567,"Support, Parlant Technology"
"stud, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Email sent,10/28/2022  5:46AM EDT,abc@gmail.com,"Support, Parlant Technology"
"stud, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no SMS number,10/28/2022  7:50AM EDT,,Parlant Technology Support
"stud, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no SMS number,10/28/2022  7:52AM EDT,,Parlant Technology Support
"stud, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Answering machine,10/28/2022  7:50AM EDT,+16546764567,"Support, Parlant Technology"
"stud, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Email sent,10/28/2022  7:50AM EDT,abc@gmail.com,"Support, Parlant Technology"
"stud, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Delivered,10/28/2022  7:52AM EDT,+16546764567,"Support, Parlant Technology"
"stud, r",Miscellaneous,,SPL9 School District 99-3 R 10/39,Email sent,10/28/2022  7:52AM EDT,abc@gmail.com,"Support, Parlant Technology"
"Student 1, Test",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no SMS number,10/28/2022  5:46AM EDT,,Parlant Technology Support
"Student 1, Test",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no email address,10/28/2022  7:50AM EDT,,Parlant Technology Support
"Student 1, Test",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no phone number,10/28/2022  7:50AM EDT,,Parlant Technology Support
"Student 1, Test",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no SMS number,10/28/2022  7:50AM EDT,,Parlant Technology Support
"Student 1, Test",Emergency,,SPL9 School District 99-3 R 10/39,The recipient has no phone number,10/25/2022  2:37AM EDT,,Parlant Technology Support
"Student 1, Test",Emergency,,SPL9 School District 99-3 R 10/39,The recipient has no email address,10/25/2022  2:37AM EDT,,Parlant Technology Support
"Student 1, Test",Emergency,,SPL9 School District 99-3 R 10/39,The recipient has no SMS number,10/25/2022  2:37AM EDT,,Parlant Technology Support
"Student 1, Test",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no email address,10/27/2022  7:53AM EDT,,Parlant Technology Support
"Student 1, Test",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no phone number,10/27/2022  7:53AM EDT,,Parlant Technology Support
"Student 1, Test",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no SMS number,10/27/2022  7:53AM EDT,,Parlant Technology Support
"Student 1, Test",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no email address,10/28/2022  5:46AM EDT,,Parlant Technology Support
"Student 1, Test",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no phone number,10/28/2022  5:46AM EDT,,Parlant Technology Support
"Student, Automation",Miscellaneous,,Automation Org - Do Not Delete,Email sent,10/25/2022  2:55AM EDT,poornima.sridharan@blackboard.com,"Support, Parlant Technology"
"Student, Automation",Miscellaneous,,Automation Org - Do Not Delete,Email sent,10/25/2022  2:55AM EDT,bindhuja.dinakaran@blackboard.com,"Support, Parlant Technology"
"Student, Automation",Miscellaneous,,Automation Org - Do Not Delete,Email sent,10/25/2022  5:09AM EDT,poornima.sridharan@blackboard.com,"Support, Parlant Technology"
"Student, Automation",Miscellaneous,,Automation Org - Do Not Delete,Email sent,10/25/2022  5:09AM EDT,bindhuja.dinakaran@blackboard.com,"Support, Parlant Technology"
"Student, Automation",Miscellaneous,,Automation Org - Do Not Delete,Delivered,10/27/2022  5:36AM EDT,+12029813253,"Support, Parlant Technology"
"Student, Automation",Miscellaneous,,Automation Org - Do Not Delete,Email sent,10/27/2022  5:36AM EDT,bindhuja.dinakaran@blackboard.com,"Support, Parlant Technology"
"Student, Automation",Miscellaneous,,Automation Org - Do Not Delete,Email sent,10/27/2022  5:36AM EDT,poornima.sridharan@blackboard.com,"Support, Parlant Technology"
"Student, Automation",Miscellaneous,,Automation Org - Do Not Delete,Delivered - Text Message Received,10/27/2022  5:36AM EDT,+12029813253,"Support, Parlant Technology"
"Student, Automation",Miscellaneous,,Automation Org - Do Not Delete,Email sent,10/27/2022  6:46AM EDT,poornima.sridharan@blackboard.com,"Support, Parlant Technology"
"Student, Automation",Miscellaneous,,Automation Org - Do Not Delete,Email sent,10/27/2022  6:46AM EDT,bindhuja.dinakaran@blackboard.com,"Support, Parlant Technology"
"Student, Automation",Miscellaneous,,Automation Org - Do Not Delete,Delivered,10/27/2022  6:51AM EDT,+12029813253,"Support, Parlant Technology"
"Student, Automation",Miscellaneous,,Automation Org - Do Not Delete,Delivered - Text Message Received,10/27/2022  6:53AM EDT,+12029813253,"Support, Parlant Technology"
"Student, Automation",Miscellaneous,,Automation Org - Do Not Delete,Answering machine,10/27/2022 10:18AM EDT,+12029813253,"Support, Parlant Technology"
"student, D",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no SMS number,10/28/2022  5:46AM EDT,,Parlant Technology Support
"student, D",Emergency,,SPL9 School District 99-3 R 10/39,The recipient has no phone number,10/25/2022  2:37AM EDT,,Parlant Technology Support
"student, D",Emergency,,SPL9 School District 99-3 R 10/39,The recipient has no email address,10/25/2022  2:37AM EDT,,Parlant Technology Support
"student, D",Emergency,,SPL9 School District 99-3 R 10/39,The recipient has no SMS number,10/25/2022  2:37AM EDT,,Parlant Technology Support
"student, D",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no email address,10/28/2022  5:46AM EDT,,Parlant Technology Support
"student, D",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no phone number,10/28/2022  5:46AM EDT,,Parlant Technology Support
"student, student",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no SMS number,10/28/2022  5:46AM EDT,,Parlant Technology Support
"student, student",Miscellaneous,,SPL9 School District 99-3 R 10/39,Delivered,10/28/2022  5:46AM EDT,+18010000011,"Support, Parlant Technology"
"student, student",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no email address,10/28/2022  7:50AM EDT,,Parlant Technology Support
"student, student",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no SMS number,10/28/2022  7:50AM EDT,,Parlant Technology Support
"student, student",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no email address,10/28/2022  7:52AM EDT,,Parlant Technology Support
"student, student",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no SMS number,10/28/2022  7:52AM EDT,,Parlant Technology Support
"student, student",Miscellaneous,,SPL9 School District 99-3 R 10/39,Operator intercept,10/28/2022  7:50AM EDT,+18010000011,"Support, Parlant Technology"
"student, student",Miscellaneous,,SPL9 School District 99-3 R 10/39,Delivered,10/28/2022  7:52AM EDT,+18010000011,"Support, Parlant Technology"
"student, student",Emergency,,SPL9 School District 99-3 R 10/39,The recipient has no email address,10/25/2022  2:37AM EDT,,Parlant Technology Support
"student, student",Emergency,,SPL9 School District 99-3 R 10/39,The recipient has no SMS number,10/25/2022  2:37AM EDT,,Parlant Technology Support
"student, student",Emergency,,SPL9 School District 99-3 R 10/39,Delivered,10/25/2022  2:38AM EDT,+18010000011,"Support, Parlant Technology"
"student, student",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no email address,10/27/2022  7:53AM EDT,,Parlant Technology Support
"student, student",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no SMS number,10/27/2022  7:53AM EDT,,Parlant Technology Support
"student, student",Miscellaneous,,SPL9 School District 99-3 R 10/39,Delivered,10/27/2022  8:09AM EDT,+18010000011,"Support, Parlant Technology"
"student, student",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no email address,10/28/2022  5:46AM EDT,,Parlant Technology Support
"Student1, DS",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no phone number,10/28/2022  5:46AM EDT,,Parlant Technology Support
"Student1, DS",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no SMS number,10/28/2022  5:46AM EDT,,Parlant Technology Support
"Student1, DS",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no email address,10/27/2022  7:53AM EDT,,Parlant Technology Support
"Student1, DS",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no phone number,10/27/2022  7:53AM EDT,,Parlant Technology Support
"Student1, DS",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no SMS number,10/27/2022  7:53AM EDT,,Parlant Technology Support
"Student1, DS",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no email address,10/28/2022  5:46AM EDT,,Parlant Technology Support
"Takshil, Areli",Miscellaneous,,,Recipient hungup - message not played,10/27/2022  8:33AM EDT,+12029813253,
"Takshil, Areli",Miscellaneous,,,Email sent,10/27/2022  8:33AM EDT,poornima.sridharan@blackboard.com,
"Takshil, Areli",Miscellaneous,,,Email sent,10/27/2022  8:33AM EDT,bindhuja.dinakaran@blackboard.com,
"Takshil, Areli",Miscellaneous,,,Email sent,10/27/2022  8:33AM EDT,bindhuja.dinakaran@blackboard.com,
"Takshil, Areli",Miscellaneous,,,Email sent,10/27/2022  8:33AM EDT,bindhuja.dinakaran@blackboard.com,
"Takshil, Areli",Miscellaneous,10,Springfield Elementary,Email sent,10/27/2022  8:35AM EDT,poornima.sridharan@blackboard.com,
"Takshil, Areli",Miscellaneous,10,Springfield Elementary,Delivered,10/27/2022  8:35AM EDT,+12029813253,
"Takshil, Areli",Miscellaneous,,,Answering machine,10/27/2022  8:22AM EDT,+12029813253,
"Takshil, Areli",Miscellaneous,,,Email sent,10/27/2022  8:22AM EDT,poornima.sridharan@blackboard.com,
"Takshil, Areli",Miscellaneous,,,Recipient hungup - message not played,10/27/2022  8:33AM EDT,+12029813253,
"Takshil, Areli",Miscellaneous,,,Recipient hungup - message not played,10/27/2022  8:33AM EDT,+12029813253,
"Takshil, Areli",Miscellaneous,,,Recipient hungup - message not played,10/27/2022  8:33AM EDT,+12029813253,
"Takshil, Jane","Miscellaneous - Takshil, Areli",,,Answering machine,10/27/2022  8:22AM EDT,+12029813253,
"Takshil, Jane","Miscellaneous - Takshil, Areli",,,Answering machine,10/27/2022  8:22AM EDT,+12029813253,
"Takshil, Jane","Miscellaneous - Takshil, Areli",,,Recipient hungup - message not played,10/27/2022  8:22AM EDT,+12029248722,
"Takshil, Jane","Miscellaneous - Takshil, Areli",,,Email sent,10/27/2022  8:22AM EDT,bindhuja.dinakaran@blackboard.com,
"Takshil, Jane","Miscellaneous - Takshil, Areli",,,Email sent,10/27/2022  8:22AM EDT,bindhuja.dinakaran@blackboard.com,
"Takshil, Jane","Miscellaneous - Takshil, Areli",,,Email sent,10/27/2022  8:22AM EDT,bindhuja.dinakaran@blackboard.com,
"Takshil, John","Miscellaneous - Takshil, Areli",,,Answering machine,10/27/2022  8:22AM EDT,+12029813253,
"Takshil, John","Miscellaneous - Takshil, Areli",,,Answering machine,10/27/2022  8:22AM EDT,+12029813253,
"Takshil, John","Miscellaneous - Takshil, Areli",,,Recipient hungup - message not played,10/27/2022  8:22AM EDT,+12029248722,
"Takshil, John","Miscellaneous - Takshil, Areli",,,Email sent,10/27/2022  8:22AM EDT,bindhuja.dinakaran@blackboard.com,
"Takshil, John","Miscellaneous - Takshil, Areli",,,Email sent,10/27/2022  8:22AM EDT,bindhuja.dinakaran@blackboard.com,
"Takshil, John","Miscellaneous - Takshil, Areli",,,Email sent,10/27/2022  8:22AM EDT,bindhuja.dinakaran@blackboard.com,
"test_pn_ms, test_pn_ms",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no SMS number,10/28/2022  5:46AM EDT,,Parlant Technology Support
"test_pn_ms, test_pn_ms",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no email address,10/27/2022  7:53AM EDT,,Parlant Technology Support
"test_pn_ms, test_pn_ms",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no phone number,10/27/2022  7:53AM EDT,,Parlant Technology Support
"test_pn_ms, test_pn_ms",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no SMS number,10/27/2022  7:53AM EDT,,Parlant Technology Support
"test_pn_ms, test_pn_ms",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no email address,10/28/2022  5:46AM EDT,,Parlant Technology Support
"test_pn_ms, test_pn_ms",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no phone number,10/28/2022  5:46AM EDT,,Parlant Technology Support
"Test, st",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no phone number,10/28/2022  7:50AM EDT,,Parlant Technology Support
"Test, st",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no SMS number,10/28/2022  7:50AM EDT,,Parlant Technology Support
"Test, st",Miscellaneous,,SPL9 School District 99-3 R 10/39,Delivered - Email accepted by provider,10/28/2022  7:51AM EDT,pavankumar.kota@blackboard.com,"Support, Parlant Technology"
"Test, st",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no phone number,10/27/2022  7:53AM EDT,,Parlant Technology Support
"Test, st",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no SMS number,10/27/2022  7:53AM EDT,,Parlant Technology Support
"Test, st",Miscellaneous,,SPL9 School District 99-3 R 10/39,Email sent,10/27/2022  7:53AM EDT,pavankumar.kota@blackboard.com,"Support, Parlant Technology"
"Test1, D",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no SMS number,10/28/2022  5:46AM EDT,,Parlant Technology Support
"Test1, D",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no email address,10/28/2022  5:46AM EDT,,Parlant Technology Support
"Test1, D",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no phone number,10/28/2022  5:46AM EDT,,Parlant Technology Support
"Tester, Tester",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no email address,10/27/2022  7:53AM EDT,,Parlant Technology Support
"Tester, Tester",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no phone number,10/27/2022  7:53AM EDT,,Parlant Technology Support
"Tester, Tester",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no SMS number,10/27/2022  7:53AM EDT,,Parlant Technology Support
"Tester, Tom's",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no email address,10/27/2022  7:53AM EDT,,Parlant Technology Support
"Tester, Tom's",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no phone number,10/27/2022  7:53AM EDT,,Parlant Technology Support
"Tester, Tom's",Miscellaneous,,SPL9 School District 99-3 R 10/39,The recipient has no SMS number,10/27/2022  7:53AM EDT,,Parlant Technology Support
"victor, shervin",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/23/2022  8:54AM EDT,,Parlant Technology Support
"victor, shervin",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/23/2022  8:59AM EDT,,Parlant Technology Support
"victor, shervin",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/23/2022  9:00AM EDT,,Parlant Technology Support
"victor, shervin",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/23/2022  9:10AM EDT,,Parlant Technology Support
"victor, shervin",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/23/2022  9:14AM EDT,,Parlant Technology Support
"victor, shervin",Miscellaneous,,SPL9 School District 99-3 R 10/39,Mobile/Web access,10/24/2022  4:22AM EDT,,Parlant Technology Support
